Estado,Hospitalizados (%),Ventilación (%),UCI y Ventilación (%),Fecha
Querétaro,30.21,33.68,75,2020-09-04
Guerrero,29.84,10.71,17.96,2020-09-04
Baja California Sur,28.37,22.27,17.94,2020-09-04
Guanajuato,27.84,15.53,30.68,2020-09-04
Oaxaca,26.31,26.08,40.24,2020-09-04
Tabasco,25.43,20.18,20.89,2020-09-04
Yucatán,24.97,28.26,60,2020-09-04
Chihuahua,24.37,20.24,43.33,2020-09-04
Quintana Roo,23.17,24.63,32.81,2020-09-04
San Luis Potosí,23.09,35.64,31.48,2020-09-04
Jalisco,22.77,29.61,38.04,2020-09-04
Morelos,22.22,20.16,38,2020-09-04
Sonora,18.02,11.07,18.55,2020-09-04
Tlaxcala,11.56,21.8,62.5,2020-09-04
Chiapas,9.47,5.72,10,2020-09-04
Campeche,9.47,10.21,7.69,2020-09-04
Nayarit,56.58,17.12,0,2020-09-05
Nuevo León,55.65,44.97,60.56,2020-09-05
Colima,52.04,50,11.11,2020-09-05
Hidalgo,45.17,23.62,21.42,2020-09-05
Ciudad de México,44.89,42.7,67.19,2020-09-05
Coahuila de Zaragoza,39.68,31.77,32.55,2020-09-05
Veracruz de Ignacio de La Llave,39.53,27.6,51.85,2020-09-05
México,36.57,27.73,38.11,2020-09-05
Puebla,34.87,26.71,40.22,2020-09-05
Michoacán de Ocampo,34.86,25.71,34.14,2020-09-05
Aguascalientes,34.49,48.61,54.21,2020-09-05
Durango,33.43,34.06,62.31,2020-09-05
Tamaulipas,31.56,23.4,61.9,2020-09-05
Oaxaca,30.26,21.84,35.71,2020-09-05
Sinaloa,29.8,27.13,27.95,2020-09-05
Zacatecas,29.66,35.89,90,2020-09-05
Baja California,29.2,36.09,51.02,2020-09-05
Querétaro,28.72,31.81,75,2020-09-05
Guerrero,28.14,11.41,21.42,2020-09-05
Guanajuato,27.88,15.13,30.27,2020-09-05
Baja California Sur,26.4,20.19,15.78,2020-09-05
Yucatán,25.11,26.38,58.82,2020-09-05
Chihuahua,24.96,18.93,41.3,2020-09-05
Jalisco,23.61,27.7,37.66,2020-09-05
Tabasco,23.58,24.01,26.31,2020-09-05
Quintana Roo,22.96,23.16,31.81,2020-09-05
San Luis Potosí,22.67,30.72,34.31,2020-09-05
Morelos,18.79,18.36,28.75,2020-09-05
Sonora,17.37,11.27,20,2020-09-05
Tlaxcala,12.14,19.53,75,2020-09-05
Campeche,9.04,10.14,5,2020-09-05
Chiapas,6.07,5.36,10,2020-09-05
Colima,61.32,36.7,10.52,2020-09-06
Nuevo León,57.73,43.76,63.3,2020-09-06
Nayarit,57.14,18.88,41.17,2020-09-06
Ciudad de México,44.43,45.05,67.77,2020-09-06
Hidalgo,43.16,24.01,24.09,2020-09-06
Coahuila de Zaragoza,38.94,28,21.53,2020-09-06
Veracruz de Ignacio de La Llave,38.5,27.37,53.23,2020-09-06
México,38.49,29.1,41.17,2020-09-06
Michoacán de Ocampo,36.87,24.63,34.88,2020-09-06
Durango,36.01,28.57,54.83,2020-09-06
Puebla,34.66,23.64,37.93,2020-09-06
Oaxaca,33.06,23.65,30.92,2020-09-06
Zacatecas,32.96,31.12,89.65,2020-09-06
Tamaulipas,32.4,25.3,69.3,2020-09-06
Sinaloa,31.09,25.69,30.69,2020-09-06
Aguascalientes,29.68,43.45,50.63,2020-09-06
Querétaro,29.42,32.02,75,2020-09-06
Baja California,28.84,32.84,47.42,2020-09-06
Guerrero,28.83,14.04,24,2020-09-06
Guanajuato,28.17,15.06,37.07,2020-09-06
Chihuahua,27.84,20.08,47.61,2020-09-06
Baja California Sur,27.72,20.97,15.78,2020-09-06
Yucatán,26.9,26.27,55.1,2020-09-06
Tabasco,24.17,22.66,25.34,2020-09-06
San Luis Potosí,23.2,30.68,37.25,2020-09-06
Quintana Roo,22.74,22.18,36.36,2020-09-06
Jalisco,22.54,26.84,34.06,2020-09-06
Morelos,19.23,25.83,44,2020-09-06
Sonora,14.92,12.18,19.29,2020-09-06
Tlaxcala,12.35,22.65,75,2020-09-06
Campeche,8.53,10.14,5,2020-09-06
Chiapas,6.72,3.86,9.09,2020-09-06
Colima,58.25,32.22,11.11,2020-09-07
Nayarit,58.16,17.64,0,2020-09-07
Nuevo León,57.85,45.8,66.12,2020-09-07
Ciudad de México,48.04,43.62,69.83,2020-09-07
Hidalgo,42.53,24.27,19.38,2020-09-07
Coahuila de Zaragoza,39.92,31.07,22.22,2020-09-07
Veracruz de Ignacio de La Llave,38.21,28.5,58.64,2020-09-07
México,37.99,31.07,42.1,2020-09-07
Durango,37.22,31.86,57.35,2020-09-07
Michoacán de Ocampo,36.84,24.45,32.55,2020-09-07
Puebla,33.91,27.95,38.2,2020-09-07
Tamaulipas,31.55,27.27,60.31,2020-09-07
Sinaloa,31.42,26.15,28.42,2020-09-07
Guerrero,30.84,15.11,22.32,2020-09-07
Zacatecas,30.74,33.98,81.48,2020-09-07
Baja California,30.07,33.95,47.47,2020-09-07
Baja California Sur,29.13,22.05,15.78,2020-09-07
Aguascalientes,28.93,45.07,52.43,2020-09-07
Oaxaca,28.03,23.04,34.34,2020-09-07
Guanajuato,27.93,14.86,31.19,2020-09-07
Chihuahua,27.52,19.75,45.55,2020-09-07
Yucatán,27.46,26.27,63.26,2020-09-07
Querétaro,27.41,33.45,75,2020-09-07
Tabasco,25.06,20.93,22.14,2020-09-07
Jalisco,22.63,27.52,34.4,2020-09-07
San Luis Potosí,21.71,31.31,29.05,2020-09-07
Quintana Roo,21.48,21.22,33.75,2020-09-07
Morelos,20.12,14.66,25.92,2020-09-07
Sonora,16.47,7.93,18.55,2020-09-07
Tlaxcala,11.84,19.53,75,2020-09-07
Campeche,7.87,10.79,5,2020-09-07
Chiapas,5.77,3.43,4,2020-09-07
Colima,58.52,32.25,16.66,2020-09-08
Nayarit,57.51,16.91,0,2020-09-08
Nuevo León,56.48,44.46,64.66,2020-09-08
Ciudad de México,46.5,41.31,65.57,2020-09-08
Hidalgo,40.35,21.31,20.35,2020-09-08
México,39.5,29.07,40.35,2020-09-08
Coahuila de Zaragoza,38.74,30.04,19.67,2020-09-08
Durango,38.6,30.2,56.06,2020-09-08
Puebla,37.67,33.13,39.08,2020-09-08
Michoacán de Ocampo,37.45,27.14,38.29,2020-09-08
Veracruz de Ignacio de La Llave,36.1,27.53,48.12,2020-09-08
Guerrero,34.34,13.25,26.88,2020-09-08
Zacatecas,31.88,27.27,78.57,2020-09-08
Sinaloa,30.51,26.27,25,2020-09-08
Tamaulipas,29.53,26.19,57.24,2020-09-08
Baja California Sur,29.43,22.05,15.78,2020-09-08
Chihuahua,29.24,20.85,44.18,2020-09-08
Baja California,29.15,35.38,47.42,2020-09-08
Aguascalientes,28.94,43.19,50,2020-09-08
Querétaro,28.76,32.49,75,2020-09-08
Guanajuato,27.8,13.95,29.35,2020-09-08
Oaxaca,27.44,24.7,32.38,2020-09-08
Yucatán,25.83,23.76,61.36,2020-09-08
Tabasco,24,22.96,25,2020-09-08
Jalisco,23.7,26.22,36.08,2020-09-08
San Luis Potosí,22.2,30.55,25.71,2020-09-08
Morelos,21.94,13.1,26.25,2020-09-08
Quintana Roo,21.32,22.14,36.25,2020-09-08
Sonora,15.87,7.34,17.18,2020-09-08
Tlaxcala,12.58,17.96,75,2020-09-08
Chiapas,7.8,3.83,10,2020-09-08
Campeche,7.2,8.08,7.5,2020-09-08
Colima,57.73,37.16,21.05,2020-09-09
Nuevo León,57.03,44.32,64.81,2020-09-09
Nayarit,50.8,18.51,0,2020-09-09
Ciudad de México,46.42,41.67,67.33,2020-09-09
Baja California Sur,44.97,20.28,11.11,2020-09-09
Hidalgo,41.22,19.16,22.44,2020-09-09
México,39.17,28.88,39.47,2020-09-09
Durango,38.76,30.76,58.73,2020-09-09
Veracruz de Ignacio de La Llave,37.42,27.91,47.85,2020-09-09
Michoacán de Ocampo,37.35,25.73,44,2020-09-09
Coahuila de Zaragoza,37.25,32.09,20.89,2020-09-09
Guerrero,33.2,16.45,27.77,2020-09-09
Puebla,31.27,29.9,39.08,2020-09-09
Querétaro,30.3,33.92,75,2020-09-09
Sinaloa,29.4,24.11,30.52,2020-09-09
Baja California,29.3,31.14,40.81,2020-09-09
Tamaulipas,28.84,22.88,51.35,2020-09-09
Oaxaca,28.83,23.2,33.65,2020-09-09
Chihuahua,27.67,23.43,44.56,2020-09-09
Zacatecas,26.83,30.06,78.57,2020-09-09
Guanajuato,26.49,14.6,29.35,2020-09-09
Yucatán,23.7,25,66.66,2020-09-09
Aguascalientes,23.09,45.53,51.8,2020-09-09
Jalisco,22.79,24.85,34.06,2020-09-09
Quintana Roo,22.71,23.52,48.78,2020-09-09
Tabasco,22.47,19.45,28.07,2020-09-09
San Luis Potosí,20.8,29.81,25.18,2020-09-09
Morelos,20,14.47,25.92,2020-09-09
Sonora,16.98,8.62,21.68,2020-09-09
Tlaxcala,14.52,18.11,87.5,2020-09-09
Campeche,7.03,8.08,7.5,2020-09-09
Chiapas,6.46,4.59,6.49,2020-09-09
Colima,57.21,36.44,16.66,2020-09-10
Nuevo León,55.39,42.07,59.02,2020-09-10
Nayarit,48.6,19.25,0,2020-09-10
Ciudad de México,47.1,41.64,65.82,2020-09-10
Hidalgo,42.46,18.93,21.64,2020-09-10
Durango,41.95,27.83,58.82,2020-09-10
México,38.8,30.01,43.75,2020-09-10
Veracruz de Ignacio de La Llave,37.54,30.04,51.14,2020-09-10
Michoacán de Ocampo,37.47,26.27,46,2020-09-10
Coahuila de Zaragoza,36.95,30.98,27.08,2020-09-10
Puebla,34.49,32.3,43.82,2020-09-10
Guerrero,34.21,16.52,24.1,2020-09-10
Tamaulipas,30.91,22.8,57.77,2020-09-10
Querétaro,28.71,31.15,71.87,2020-09-10
Baja California,28.62,29.06,44.68,2020-09-10
Sinaloa,28.13,24.2,32.29,2020-09-10
Zacatecas,27.47,25.32,78.57,2020-09-10
Baja California Sur,27.07,16.98,13.88,2020-09-10
Guanajuato,27.03,14.73,30,2020-09-10
Chihuahua,26.09,23.43,41.57,2020-09-10
Oaxaca,24.43,22.08,33.65,2020-09-10
Yucatán,24.33,18.45,63.26,2020-09-10
Jalisco,21.6,25.71,32.72,2020-09-10
San Luis Potosí,21.19,28.37,25,2020-09-10
Quintana Roo,21,22.14,44.08,2020-09-10
Tabasco,20.31,26.34,32.06,2020-09-10
Morelos,19.56,12.73,21.11,2020-09-10
Aguascalientes,18.6,46.54,53.4,2020-09-10
Tlaxcala,16.14,18.89,87.5,2020-09-10
Sonora,16.01,11.84,25.27,2020-09-10
Chiapas,7.2,5.36,7.69,2020-09-10
Campeche,6.7,8.08,7.5,2020-09-10
Colima,55.77,37.14,11.11,2020-09-11
Nuevo León,55.39,40.96,59.36,2020-09-11
Nayarit,49.17,22.22,0,2020-09-11
Ciudad de México,45.68,41.8,67.58,2020-09-11
Durango,42.67,29.29,55.88,2020-09-11
Hidalgo,40.41,18.93,21.64,2020-09-11
Michoacán de Ocampo,38.04,24.9,59.09,2020-09-11
México,37.96,31.24,42.54,2020-09-11
Veracruz de Ignacio de La Llave,36.92,28.38,47.22,2020-09-11
Coahuila de Zaragoza,33.76,33.33,27.53,2020-09-11
Guerrero,33.7,15.85,24.1,2020-09-11
Puebla,31.58,25.08,36.55,2020-09-11
Zacatecas,27.69,30,79.31,2020-09-11
Querétaro,27.64,28.72,71.87,2020-09-11
Baja California,26.88,28.85,45,2020-09-11
Yucatán,26.51,22.82,66.66,2020-09-11
Baja California Sur,26.07,16.11,13.88,2020-09-11
Sinaloa,25.67,25,26.08,2020-09-11
Guanajuato,25.66,14.65,27.52,2020-09-11
Tamaulipas,24.98,22.18,51.11,2020-09-11
Chihuahua,24.44,21.51,38.75,2020-09-11
Oaxaca,23.06,24.12,31.42,2020-09-11
Jalisco,21.89,27.23,38.25,2020-09-11
Quintana Roo,21.2,20.07,32.81,2020-09-11
San Luis Potosí,20.94,29.22,27.2,2020-09-11
Tabasco,20.94,25.7,32.33,2020-09-11
Morelos,19.81,16.27,34,2020-09-11
Aguascalientes,19.1,44.9,51.76,2020-09-11
Tlaxcala,16.47,16.66,75,2020-09-11
Sonora,13.39,11.56,20,2020-09-11
Chiapas,7.2,3.86,7.79,2020-09-11
Campeche,6.94,8.14,7.5,2020-09-11
Colima,53,32.72,10.52,2020-09-12
Nuevo León,51.97,41.13,59.72,2020-09-12
Nayarit,49.2,17.51,6.66,2020-09-12
Ciudad de México,45.38,39.41,67.89,2020-09-12
Durango,39.8,26.41,48.48,2020-09-12
Hidalgo,39,15.93,20.75,2020-09-12
México,37.1,28.84,42.78,2020-09-12
Michoacán de Ocampo,36.69,27.13,66.66,2020-09-12
Veracruz de Ignacio de La Llave,36.59,28.66,46.51,2020-09-12
Guerrero,34.32,14.22,25,2020-09-12
Coahuila de Zaragoza,34.08,28.63,41.86,2020-09-12
Puebla,31.13,21.22,32.95,2020-09-12
Zacatecas,29.67,31.57,73.07,2020-09-12
Querétaro,28.57,27.89,68.75,2020-09-12
Baja California,26.74,31.63,53.68,2020-09-12
Tamaulipas,26.09,18.45,50.43,2020-09-12
Baja California Sur,25.57,15.56,16.21,2020-09-12
Sinaloa,25.39,26.77,25.28,2020-09-12
Chihuahua,24.83,21.79,43.67,2020-09-12
Guanajuato,24.65,13.73,29.29,2020-09-12
Yucatán,23.31,20.66,57.69,2020-09-12
Oaxaca,23.09,23.39,29.52,2020-09-12
San Luis Potosí,21.63,29.9,35.23,2020-09-12
Jalisco,21.2,26.26,38.41,2020-09-12
Tabasco,20.18,22.05,33.83,2020-09-12
Aguascalientes,19.91,44.85,51.85,2020-09-12
Quintana Roo,18.95,21.72,36.76,2020-09-12
Morelos,18.75,12.02,18.75,2020-09-12
Tlaxcala,13.75,19.4,62.5,2020-09-12
Sonora,12.15,12.21,21.68,2020-09-12
Chiapas,6.97,3.84,11.25,2020-09-12
Campeche,6.51,8.88,10,2020-09-12
Colima,52.79,34.57,10.52,2020-09-13
Nuevo León,52.19,41.06,63.95,2020-09-13
Nayarit,48.14,17.64,6.66,2020-09-13
Ciudad de México,46.24,41.28,70.88,2020-09-13
Hidalgo,40.06,16.74,25.6,2020-09-13
Durango,38.21,28.71,54.54,2020-09-13
Veracruz de Ignacio de La Llave,37.67,27.11,47.28,2020-09-13
México,37.06,28.47,42.79,2020-09-13
Michoacán de Ocampo,34.5,27.2,54.16,2020-09-13
Guerrero,33.39,15.94,26.8,2020-09-13
Puebla,31.85,18.73,33.33,2020-09-13
Coahuila de Zaragoza,30.45,35.96,53.33,2020-09-13
Zacatecas,30.02,29.6,78.57,2020-09-13
Querétaro,27.15,28.05,68.75,2020-09-13
Tamaulipas,26.17,17.88,49.55,2020-09-13
Sinaloa,25.7,23.73,22.82,2020-09-13
Baja California Sur,25.55,13.87,16.21,2020-09-13
Baja California,25.34,32.97,45.56,2020-09-13
Chihuahua,25.19,19.51,38.29,2020-09-13
Guanajuato,24.22,13.39,25.89,2020-09-13
Yucatán,23.87,21.18,66,2020-09-13
Oaxaca,23.84,23.13,25.47,2020-09-13
Jalisco,22.39,25.7,38.52,2020-09-13
Morelos,21.97,8.27,18.75,2020-09-13
San Luis Potosí,21.58,33.33,35.57,2020-09-13
Aguascalientes,21.49,44.01,51.85,2020-09-13
Tabasco,20.28,27.18,34.61,2020-09-13
Quintana Roo,19.17,19.85,31.16,2020-09-13
Sonora,13.32,12.04,20.48,2020-09-13
Tlaxcala,13.2,17.91,50,2020-09-13
Chiapas,6.35,3.08,10.12,2020-09-13
Campeche,5.62,12.59,15,2020-09-13
Nuevo León,53.61,38.74,62.14,2020-09-14
Nayarit,52.82,20.45,6.66,2020-09-14
Colima,49.47,32.35,10.52,2020-09-14
Ciudad de México,47.13,40.5,66.77,2020-09-14
Hidalgo,40.67,17.64,22.68,2020-09-14
Durango,40,24.5,48.43,2020-09-14
México,37.85,30.8,43.61,2020-09-14
Veracruz de Ignacio de La Llave,37.26,28.99,49.29,2020-09-14
Michoacán de Ocampo,35.55,29.32,41.93,2020-09-14
Guerrero,34.65,14.34,19.56,2020-09-14
Zacatecas,31.07,25,79.31,2020-09-14
Puebla,30.91,23.4,38.88,2020-09-14
Coahuila de Zaragoza,29.69,29.51,22.03,2020-09-14
Baja California Sur,28.61,15.31,16.21,2020-09-14
Querétaro,28.07,29.03,68.75,2020-09-14
Tamaulipas,26.19,21.09,55.26,2020-09-14
Sinaloa,26.15,23.34,21.42,2020-09-14
Baja California,25.75,29.24,50.52,2020-09-14
Chihuahua,25.19,17.84,35.22,2020-09-14
Guanajuato,24.39,12.7,27.52,2020-09-14
Aguascalientes,23.91,42.64,51.28,2020-09-14
Yucatán,23.65,20.46,59.25,2020-09-14
Oaxaca,23.34,21.7,29.9,2020-09-14
Jalisco,22.1,26.78,36.53,2020-09-14
San Luis Potosí,22.07,32.34,29,2020-09-14
Quintana Roo,20.7,20.44,34.84,2020-09-14
Morelos,20.42,15.5,24,2020-09-14
Tabasco,19.7,23.83,29.54,2020-09-14
Sonora,14.96,10.15,18.66,2020-09-14
Tlaxcala,14,18.65,50,2020-09-14
Chiapas,6.99,3.51,10.12,2020-09-14
Campeche,5.17,11.85,14.63,2020-09-14
Nuevo León,53.25,39.15,60.28,2020-09-15
Nayarit,52.63,17.03,0,2020-09-15
Colima,48.14,33.64,15.78,2020-09-15
Ciudad de México,45.46,40.96,66.54,2020-09-15
Yucatán,43.36,16.33,55.1,2020-09-15
México,41.64,31.02,41.51,2020-09-15
Hidalgo,39.45,17.15,21.64,2020-09-15
Durango,37.29,28.28,53.12,2020-09-15
Veracruz de Ignacio de La Llave,36.62,27,43.41,2020-09-15
Michoacán de Ocampo,35.24,24.9,51.02,2020-09-15
Guerrero,32.9,15.13,26.78,2020-09-15
Zacatecas,30.19,30.92,79.31,2020-09-15
Puebla,29.96,19.12,29.54,2020-09-15
Coahuila de Zaragoza,28.53,26.47,24.24,2020-09-15
Baja California Sur,27.88,15.78,11.42,2020-09-15
Tamaulipas,27.36,19.66,56.34,2020-09-15
Sinaloa,26.8,23.88,21,2020-09-15
Baja California,26.13,28.41,51.04,2020-09-15
Querétaro,25.77,28.21,65.62,2020-09-15
Chihuahua,24.7,20.16,34.48,2020-09-15
Guanajuato,23.73,11.71,26.6,2020-09-15
San Luis Potosí,23.72,32.83,36.53,2020-09-15
Aguascalientes,23.47,44.87,50.63,2020-09-15
Jalisco,22.7,25.63,36.02,2020-09-15
Oaxaca,22,23.13,26.73,2020-09-15
Tabasco,21.13,19.38,23.68,2020-09-15
Quintana Roo,20.56,17.7,28.4,2020-09-15
Morelos,19.22,14.64,16.25,2020-09-15
Tlaxcala,14.77,18.65,37.5,2020-09-15
Sonora,14.77,11.62,24.63,2020-09-15
Chiapas,6.73,3.1,11.25,2020-09-15
Campeche,4.87,10.14,10.25,2020-09-15
Nayarit,52.91,13.33,0,2020-09-16
Colima,52.33,33.01,15.78,2020-09-16
Nuevo León,49.83,37.12,57.44,2020-09-16
Ciudad de México,45.6,40.34,64.95,2020-09-16
Yucatán,44.63,16.5,45.65,2020-09-16
Hidalgo,39.1,18.41,20.83,2020-09-16
Veracruz de Ignacio de La Llave,36.86,24.28,40.27,2020-09-16
México,36.82,28.35,40.28,2020-09-16
Michoacán de Ocampo,34.07,23.52,52.94,2020-09-16
Durango,34,29.34,50,2020-09-16
Guerrero,33.95,13.6,26.54,2020-09-16
Coahuila de Zaragoza,29.24,31.5,52,2020-09-16
Puebla,28.94,19.93,31.81,2020-09-16
Zacatecas,28.2,27.74,67.74,2020-09-16
Sinaloa,26.2,21.21,23.23,2020-09-16
Baja California,25.42,28.46,48.93,2020-09-16
Chihuahua,25.19,21.09,32.92,2020-09-16
Baja California Sur,25.16,15.31,8.82,2020-09-16
Querétaro,24.87,28.77,71.87,2020-09-16
Tamaulipas,24.64,18.89,50,2020-09-16
San Luis Potosí,23.62,27.18,32.03,2020-09-16
Guanajuato,22.42,11.66,26.6,2020-09-16
Jalisco,21.5,25.4,33.69,2020-09-16
Tabasco,21.38,19.68,27.13,2020-09-16
Oaxaca,20.95,22.26,27.58,2020-09-16
Quintana Roo,19.9,17.48,28.73,2020-09-16
Aguascalientes,19.46,41.7,49.33,2020-09-16
Morelos,19.04,19.68,28,2020-09-16
Tlaxcala,14.32,21.32,50,2020-09-16
Sonora,12.91,10.57,18.39,2020-09-16
Campeche,5.97,6.71,12.19,2020-09-16
Chiapas,5.95,3.44,11.11,2020-09-16
Nayarit,53.47,14.28,6.66,2020-09-17
Colima,51.72,25.23,15.78,2020-09-17
Nuevo León,47.77,34.76,43.64,2020-09-17
Ciudad de México,45.32,40.1,63.8,2020-09-17
Hidalgo,40.71,17.52,19.38,2020-09-17
México,38.98,29.57,36.72,2020-09-17
Veracruz de Ignacio de La Llave,35.12,25.26,43.5,2020-09-17
Michoacán de Ocampo,33.76,22.72,55.76,2020-09-17
Guerrero,33.45,13.88,30.69,2020-09-17
Durango,32.05,27.18,56.52,2020-09-17
Coahuila de Zaragoza,28.57,27.12,18.18,2020-09-17
Puebla,27.61,23.56,36.78,2020-09-17
Zacatecas,26.61,30.06,67.85,2020-09-17
Baja California,26.38,30.35,52.08,2020-09-17
Sinaloa,26.09,22.54,19.56,2020-09-17
Baja California Sur,25.8,15.78,9.09,2020-09-17
Querétaro,25.64,26.16,71.87,2020-09-17
Chihuahua,25.37,20.98,30.26,2020-09-17
Tamaulipas,24.82,22.39,53.78,2020-09-17
San Luis Potosí,23.69,23.07,24.81,2020-09-17
Guanajuato,23.01,10.02,26.16,2020-09-17
Oaxaca,22.43,24.09,34.61,2020-09-17
Quintana Roo,21.38,16.55,30.33,2020-09-17
Aguascalientes,20.7,41.79,50,2020-09-17
Jalisco,20.61,26.19,36.18,2020-09-17
Tabasco,20.34,19.9,25.38,2020-09-17
Morelos,20.25,14.37,17.5,2020-09-17
Yucatán,16.38,11.58,39.06,2020-09-17
Sonora,14.48,11.39,16.21,2020-09-17
Tlaxcala,13.76,17.55,50,2020-09-17
Chiapas,6.17,3.47,11.11,2020-09-17
Campeche,5.27,6.01,12.19,2020-09-17
Nayarit,54.73,14.89,6.66,2020-09-18
Colima,50.89,32.29,60,2020-09-18
Nuevo León,49.74,35.47,54.54,2020-09-18
Ciudad de México,46.86,42.13,67.04,2020-09-18
Hidalgo,39.02,18.91,24.39,2020-09-18
México,38.78,31.28,40.44,2020-09-18
Guerrero,37.13,13.28,30.35,2020-09-18
Michoacán de Ocampo,36.42,20.13,52.94,2020-09-18
Veracruz de Ignacio de La Llave,35.75,23.97,39.45,2020-09-18
Durango,33.54,24.48,55.55,2020-09-18
Querétaro,28.39,26.07,71.87,2020-09-18
Puebla,28.35,24.42,39.56,2020-09-18
Coahuila de Zaragoza,27.17,29.07,24.44,2020-09-18
Oaxaca,26.31,21.91,37.14,2020-09-18
Zacatecas,26.28,25.94,54.83,2020-09-18
Baja California,25.88,30.82,51.04,2020-09-18
Sinaloa,25.28,23.66,22.58,2020-09-18
Tamaulipas,24.77,21.86,52.8,2020-09-18
Aguascalientes,24.64,40.88,52.56,2020-09-18
Chihuahua,24.6,22.08,32.94,2020-09-18
San Luis Potosí,23.66,19.81,33.33,2020-09-18
Baja California Sur,23.1,20.58,8.57,2020-09-18
Guanajuato,22.84,10.06,26.6,2020-09-18
Morelos,22.16,14.19,16.25,2020-09-18
Quintana Roo,20.95,21.58,40,2020-09-18
Yucatán,20.86,16.09,42.85,2020-09-18
Tabasco,20.6,19.33,24.24,2020-09-18
Jalisco,20.6,25.14,35.34,2020-09-18
Sonora,15.41,11.11,19.76,2020-09-18
Tlaxcala,14.72,17.42,50,2020-09-18
Chiapas,5.48,4.21,7.69,2020-09-18
Campeche,5.34,6.01,12.19,2020-09-18
Nayarit,51.85,15.49,6.66,2020-09-19
Colima,47.39,31.81,15.78,2020-09-19
Nuevo León,47.03,35.99,53.22,2020-09-19
Ciudad de México,45.18,40.65,63.4,2020-09-19
México,37.73,28.47,35.88,2020-09-19
Veracruz de Ignacio de La Llave,36.18,22.04,38.16,2020-09-19
Guerrero,36.16,15.16,37.25,2020-09-19
Hidalgo,35.66,17.37,22.68,2020-09-19
Michoacán de Ocampo,34.86,24,45.23,2020-09-19
Puebla,29.53,18.49,45.74,2020-09-19
Durango,28.33,20.87,46,2020-09-19
Coahuila de Zaragoza,26.92,29.46,23.91,2020-09-19
Zacatecas,26.76,28.48,64.51,2020-09-19
Oaxaca,26.3,22.4,36.63,2020-09-19
Sinaloa,24.55,24.9,24.48,2020-09-19
Baja California Sur,24.17,22.05,11.11,2020-09-19
Baja California,23.67,25.69,44.79,2020-09-19
Querétaro,23.57,26.42,71.87,2020-09-19
Guanajuato,23.53,9.4,28.88,2020-09-19
San Luis Potosí,22.92,25.76,32.38,2020-09-19
Tamaulipas,22.73,16.07,52.38,2020-09-19
Chihuahua,22.53,25.81,44.82,2020-09-19
Quintana Roo,22.47,19.52,35.29,2020-09-19
Morelos,22.31,13.92,12.5,2020-09-19
Aguascalientes,22.05,40.68,48,2020-09-19
Tabasco,21.56,16.41,22.8,2020-09-19
Jalisco,21.48,23.73,34.41,2020-09-19
Yucatán,19.32,13.86,32,2020-09-19
Sonora,16.71,10.67,18.6,2020-09-19
Tlaxcala,16.37,15.67,62.5,2020-09-19
Chiapas,5.72,4.54,8.97,2020-09-19
Campeche,5.66,2.94,7.69,2020-09-19
Nayarit,53.72,14.48,6.66,2020-09-20
Colima,51.51,31.77,16.66,2020-09-20
Nuevo León,46.86,38.84,54.8,2020-09-20
Ciudad de México,43.74,41.46,62.89,2020-09-20
Hidalgo,36.83,18.01,25.6,2020-09-20
Guerrero,36.78,15.72,39.28,2020-09-20
México,35.5,28.75,35.57,2020-09-20
Michoacán de Ocampo,35.05,24.72,55.76,2020-09-20
Veracruz de Ignacio de La Llave,33.96,21.64,39.31,2020-09-20
Puebla,30.48,19.2,46.8,2020-09-20
Durango,30.46,25.51,54.09,2020-09-20
Baja California Sur,27.81,22.61,11.11,2020-09-20
Coahuila de Zaragoza,27.42,35.39,40,2020-09-20
Zacatecas,26.85,28.93,60,2020-09-20
Sinaloa,26.16,20.62,26.26,2020-09-20
Baja California,25.3,27.47,38.46,2020-09-20
Tamaulipas,24.8,15.8,50,2020-09-20
Oaxaca,24.74,22.66,31.25,2020-09-20
Querétaro,23.13,27.2,71.87,2020-09-20
Tabasco,23.08,17.37,26.51,2020-09-20
San Luis Potosí,22.96,24.06,32.03,2020-09-20
Guanajuato,22.85,8.97,22.93,2020-09-20
Aguascalientes,22.6,40.19,50,2020-09-20
Quintana Roo,22.34,21.35,46,2020-09-20
Chihuahua,21.79,24.36,42.69,2020-09-20
Jalisco,21.3,21.38,30.72,2020-09-20
Morelos,21.27,13.92,11.53,2020-09-20
Yucatán,19.84,15.1,43.1,2020-09-20
Sonora,16.95,10.93,16.43,2020-09-20
Tlaxcala,16.42,17.64,50,2020-09-20
Chiapas,5.9,4.56,9.09,2020-09-20
Campeche,4.6,3.62,9.75,2020-09-20
Nayarit,54.45,12.16,0,2020-09-21
Colima,49.23,45.09,16.66,2020-09-21
Ciudad de México,44.51,42.63,66.19,2020-09-21
Nuevo León,44.15,41.7,53.25,2020-09-21
Guerrero,38.01,15.38,39.63,2020-09-21
Hidalgo,36.85,20.43,26.96,2020-09-21
México,36.09,30.22,36.28,2020-09-21
Michoacán de Ocampo,35.91,22.84,42.42,2020-09-21
Veracruz de Ignacio de La Llave,33.58,22.19,40.27,2020-09-21
Durango,30.09,26.04,52.54,2020-09-21
Puebla,29.8,24.75,47.31,2020-09-21
Coahuila de Zaragoza,28.42,26.78,23.91,2020-09-21
Oaxaca,28.26,22.59,37.5,2020-09-21
Baja California,26.95,25.64,52.32,2020-09-21
Zacatecas,26.72,27.38,56.66,2020-09-21
